feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,categorical_1,categorical_2
0.24384745359913307,-0.1644713583984445,-0.7051820240254287,-0.01543299628367123,-0.0784247712901035,0.7304607383605863,0.3637773267563851,0.7272961308547299,0,category_2,category_2
0.650236892358325,0.27493553776655943,-0.776536344541371,-0.9591317915664473,-1.123291381389895,-0.5725041469302992,-0.9185799171672739,0.07388586949234133,0,category_0,category_2
-3.3906718746273725,-0.5906400749872348,-1.343470279529558,6.169132701810652,1.2227533020495982,1.439648989951989,-1.7150763764358055,3.223088983027604,1,category_2,category_2
0.06479291077045357,-0.032959921078907106,-0.7231312980172583,-1.0630646484946447,-0.20107232843539924,-0.7707106334300973,0.890635574066335,-1.3796256539842424,1,category_2,category_2
0.43806009943168145,-0.9149890098836182,0.9533975332379796,-0.03363126888527922,-0.048063258804639464,-0.8609092935157406,0.5111693702417164,-0.4492937906203869,0,category_0,category_0
-1.6999520976464901,-2.445341231722561,1.0994870253330813,4.337324890921055,1.058422188664633,-4.416416503138054,-1.6580416000467197,-1.6328326954825707,1,category_0,category_2
1.665085962271295,1.009175558388867,0.4861685979665005,-3.838227838597843,-0.611565401771871,0.7424676366618043,1.5743770954286536,-1.1676373919086172,1,category_2,category_1
-2.370526290329797,-1.7346904812900994,1.179259334610126,2.1864759185067855,-1.772809162546701,1.0475490536898502,2.538128351538042,1.908527041350225,0,category_1,category_1
-1.4658620810309306,-0.754055743562692,-0.37910174834874727,1.1668611719031867,-3.290090701952197,-1.9281874407449378,-1.4110714899752006,0.8428024559392331,0,category_2,category_2
-1.9025443517898109,0.009802479646078277,0.7616721862950018,3.136017650061961,-0.46567629855453907,0.19646146369073073,-2.079091681409695,1.9778110773830824,1,category_2,category_2
-0.6396834337486792,-1.2979873635488657,-0.9068077260268592,1.4134867487271714,-1.3943314299015963,-3.030405827455798,-1.46640503735006,-0.5581188792704792,0,category_2,category_1
-0.18450527192152388,-1.9925264539100047,0.128628690654427,0.4752596339273347,-0.15158214694322258,-0.8106573131386102,2.390176672783268,-0.5659414567192025,0,category_2,category_1
-0.8811167174853289,-1.7700216964098126,-0.2026167676043195,3.1306451613058397,0.14264420080280837,-1.4028047076784815,-0.9501757612650283,0.8330195616144812,1,category_0,category_0
0.22259977310752188,-0.1082108656501739,-0.9189691210547781,0.2595946984781096,1.2428547133112873,0.6438028635444698,0.6002905448445914,-0.05101725807843671,1,category_2,category_1
2.259127103960655,-2.0447031585426894,-0.4763977606015151,2.060033384013283,1.1762704805379514,0.14661799038987405,-1.5438235277948693,2.606369896625356,1,category_1,category_1
0.8053134166036262,-0.9884497858190286,-0.8814249061673531,1.2943144278526286,1.5424295587540575,1.0205415500710493,0.29302972741391053,1.2783154794387006,0,category_0,category_2
-0.11053939120672851,0.9025362791829421,0.8403568239355511,-2.304581342788401,-0.9771653755847864,0.5736215940511271,1.5946126480661595,-0.9871648231766375,1,category_1,category_1
1.4645869727156524,0.5916671513232648,1.9072978364265534,-0.3539112422001951,2.0703235888133316,2.896844948581939,0.43877996216159443,1.4976151224245935,0,category_1,category_0
-0.5735209740244387,3.333676427643586,-0.8577388807870001,-5.313240712401776,-2.8639382549042818,1.274759345268629,1.6010086894832019,-1.8582914883450465,1,category_1,category_1
-1.428043246129926,-1.3508876982700877,1.2840410068362866,1.7282721511289953,-1.136305745710896,-0.09093785613754424,1.0234601158396561,1.0160771652545915,0,category_1,category_2
0.45809908887899,-0.8994233681833603,-0.1698196855231585,1.2852988355855821,1.4401379839356758,0.9112957287011648,0.4783831680034849,1.0073616801450247,0,category_0,category_2
-2.2494130277639073,-0.516358332694602,-1.6566925195595903,5.823879984391484,3.0773168545163623,-0.26240066972277676,-2.7632753018411345,1.2328031215836908,0,category_0,category_1
1.8673334849986905,-0.37050312502905114,0.19163196206738903,-1.050299096346191,1.0680278669765646,1.3213232427224053,1.0512223681841535,0.5663504347840895,0,category_1,category_2
1.3711056283309184,2.8567520504173958,-2.2456704382724957,-2.4631534861214206,2.2772776117488887,1.6535593842709466,-0.9428899730852245,-1.1841395149014158,1,category_1,category_0
-3.185585137315136,-1.440473262906686,0.9692305876119747,4.5451275006877125,2.2205588056589614,-2.1522833352421853,0.19905273803807466,-1.6538367983837983,1,category_0,category_0
0.6815178699341004,-1.418007133055464,0.061156459935711685,0.83028429421245,0.8690639843535624,0.6999650556705663,1.259747633026364,0.9131815379584405,0,category_0,category_1
-2.0197332913410513,-2.030623502894124,-0.47007149958870037,2.1384034872982802,-2.24414620291373,-1.358950557969406,1.0129737449931338,0.7081978411045013,0,category_0,category_1
-0.8553835276243584,0.2848954276829274,-0.39063653075135196,1.0877607293466804,1.8441280311720862,6.103168413124474,3.6336078589238827,3.425904382590788,0,category_2,category_1
-1.2085412886278246,-0.5802634317289278,0.7131723652486122,3.4442567140397973,-0.1324383714583246,0.37781065637105155,-2.105512476681869,2.59262099273732,1,category_2,category_2
1.1280353382856616,-1.2115105579011716,-0.34670953287600176,0.04096382416116878,0.7731432838693413,1.1850664135037277,1.6599843754048775,0.9719911813491038,0,category_2,category_0
0.6412254938848096,-0.985717468062936,-1.8680018866707437,0.9258453318414744,1.305212940506362,1.7018119346422504,1.267050275429721,1.4561235949061029,0,category_1,category_0
2.7093463432598086,-0.832277732976749,0.9917503454465558,-2.9325156169734705,0.19955039749661996,2.609025673239762,3.619343976146881,0.8994051238369948,0,category_2,category_2
-1.4577891280952735,-1.6083418748459426,0.5146715543882296,5.216110152619182,2.0469373657591556,-1.2477290375529528,-2.227083597325228,1.1143917296175234,0,category_1,category_0
-1.8913258304500693,-2.350081172832228,0.16343176058713194,3.5406306275944317,-2.9243453447439207,-7.298062797917487,-4.34147718695851,-1.6551086399735566,0,category_1,category_1
2.5826734462362206,0.8355133060016409,-0.7490792166512826,-2.1539564353828675,1.7922618672248571,4.396406842585841,1.8002889441511019,1.9904447100867848,0,category_2,category_1
-0.8105578286620165,0.563228709932712,0.04109638193320572,-2.0953065246809714,-1.1427337407940459,0.4194007614661259,2.589444386359516,-1.4035261794411165,1,category_1,category_1
-4.4660203102669005,0.5739227588282176,0.22525845349509843,6.239422903915438,2.3580420979722314,3.4357672405744895,-0.6290613811518135,3.2587812689337494,1,category_2,category_0
-2.1564718167049657,0.057913879516325206,1.100663944921611,2.9137664923796587,-0.1579545247667269,0.042332542076302264,-1.4460883489409018,1.233521636858189,1,category_2,category_1
1.330176855335401,-1.3355242602287016,0.11867908406769122,0.9708847472003739,2.7718153763238034,-0.05291202816995377,0.7248600500330438,-0.35891873731441826,1,category_0,category_2
0.3577855133213075,-1.2212528385050294,1.5790894560712077,0.33349826798257615,0.45427649546749915,-2.5890324860261877,-0.09071982991890304,-1.8306719172014274,1,category_2,category_2
-1.8969655866921493,-1.2247180045026222,-0.44443329292291694,6.447885953819919,2.5668685632253654,2.3454284949281723,-1.667893322874405,4.212771479626662,1,category_0,category_0
3.1141189822390993,1.5194626540932052,-3.582062607487511,-3.777332914922207,1.791644686832973,6.134151281764643,3.2135345965937114,2.239282413679337,0,category_2,category_2
0.7841613207894067,-0.8169012809637517,-0.2920753016065431,1.9553703357106806,2.283642986357698,0.9786988642167498,-0.49658275015544073,1.3547210242043546,1,category_2,category_2
0.31186050904812634,-0.0762066464887774,0.3260443763658592,1.2499885738546195,-0.6291117247498355,1.2248194518210984,-1.6465509007359975,2.7759280937576047,1,category_0,category_0
-3.3433738888473687,-2.288706607306924,0.4861712414658739,7.497423520676544,0.5669364932513205,-1.1357560960660469,-2.5922701264490646,2.831622334647663,1,category_0,category_1
0.23970797847588454,4.80805389707686,-1.573914211994401,-7.320114374032729,-2.160475473468264,3.4049376068073434,2.468921477338843,-1.829943287517838,1,category_2,category_1
-1.0327015491079823,0.04978420553700946,0.5345436134561904,1.251081361908819,1.3511168398978828,0.2951487747441726,0.4214805341332557,-0.39963321495392967,1,category_1,category_1
-1.2586075846237665,-1.7206661568439112,-0.8903770582600778,1.9616653754361209,-1.2917886689731104,-2.000903968041412,-0.07477623191660765,0.048310831250177766,0,category_0,category_0
